mod_folder,name,title,manufacturer,description,TechRequired,AA_Tech,category,size_class,size_m,size_source,is_hidden,hidden_reason
Squad,solidBooster1-1,"BACC ""Thumper"" Solid Fuel Booster",Rockomax Conglomerate,"Filled with a new, even more volatile fuel, the BACC offers semi-reliable performance at a good price.",AA_3_SRB_Basic,AA_3_SRB_Basic,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,fuelTankSmall,FL-T200 Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The T200 tank had some difficulty being accepted in the spacecraft engineering world, because most rocket builders had trouble overcoming their urges to squee at the ""cute little fuel tank"". This initial reaction was only put aside when the amount of fiery explosions in assembly areas became so high, strict guidelines were put in place to prohibit ""teasing the fuel containers"". The T200 Tank now is widely used in several space programs and does a remarkably good job, if assembled politely.",AA_3_Rocket_Small_Rockets,AA_3_Rocket_Small_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,fuelTankSmall,FL-T200 Fuel Tank,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The T200 tank had some difficulty being accepted in the spacecraft engineering world, because most rocket builders had trouble overcoming their urges to squee at the ""cute little fuel tank"". This initial reaction was only put aside when the amount of fiery explosions in assembly areas became so high, strict guidelines were put in place to prohibit ""teasing the fuel containers"". The T200 Tank now is widely used in several space programs and does a remarkably good job, if assembled politely.",AA_3_Rocket_Small_Rockets,AA_3_Rocket_Small_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-engine-caravel-1,UR-2 'Caravel' Liquid Fuel Engine,Universal Paperclips,The Caravel easily sails into the winds of interplanetary space with average efficiency and thrust.,AA_T99_Parking,NYI,Engine,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-engine-ursa-1,RK-107 'Ursa' Liquid Fuel Engine,Reaction Systems Ltd,"Though the Ursa is bearish on gimbal mechanisms, it is fairly powerful and does simple, effective duty as a booster engine.",AA_T99_Parking,NYI,Engine,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-srb-anvil-1,STS-1 'Anvil' Solid Rocket Booster,,"Discontinued due to component shortages. This colossal solid rocket booster has more than enough power to be used to push lower thrust cores really high up or even be used as a core stage, if your engineers feel that the unstable explosive combustion's spine-tingling rumble could be harnessed as a back massage function for bored Kerbonauts.",AA_T99_Parking,NYI,none,Radial,,attachRules/bulkheadProfiles,True,category=none
ReStockPlus,restock-srb-castor-1,TCK-2 'Castor' Solid Rocket Booster,,"This medium solid rocket booster has more than enough power to be used to push lower thrust cores really high up or even be used as a core stage, if your engineers feel that the unstable explosive combustion's spine-tingling rumble could be harnessed as a back massage function for bored Kerbonauts.",AA_4_SRB_Medium,AA_4_SRB_Medium,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngineMainsail_v2,"RE-M3 ""Mainsail"" Liquid Fuel Engine",Rockomax Conglomerate,"A monster of an engine for heavy lifting purposes, the Mainsail's power rivals that of entire small nations.",AA_5_NASA_Gemini,AA_5_NASA_Gemini,Engine,Large,2.5,bulkheadProfiles,False,
Squad,Size2LFB,"LFB KR-1x2 ""Twin-Boar"" Liquid Fuel Engine",Kerbodyne,"This liquid fuel booster system is a very purposeful piece of engineering. Instead of relying on single engines or solid rocket boosters, the KR-1x2 employs two modified KR-1 engine, fed by a built-in fuel system, as the source of its immense lifting power. All that self-contained goodness comes at the cost of not having a mounting point for its underside, and not being quite as efficient as dedicated engines. It also comes at quite a literal cost as well.",AA_T99_Parking,NYI,none,Radial,,attachRules/bulkheadProfiles,True,category=none
Squad,Size2LFB_v2,"LFB KR-1x2 ""Twin-Boar"" Liquid Fuel Engine",Kerbodyne,"This liquid fuel booster system is a very purposeful piece of engineering. Instead of relying on single engines or solid rocket boosters, the KR-1x2 employs two modified KR-1 engine, fed by a built-in fuel system, as the source of its immense lifting power. All that self-contained goodness comes at the cost of not having a mounting point for its underside, and not being quite as efficient as dedicated engines. It also comes at quite a literal cost as well.",AA_6_Rocket_Heavy_Rocketry,AA_6_Rocket_Heavy_Rocketry,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,Thoroughbred,"S2-17 ""Thoroughbred"" Solid Fuel Booster",Kerbodyne,"When Jeb asked Kerbodyne how to lift his house into space, this is what they came up with. The Thoroughbred is a truly massive solid rocket fuel booster. It is also the first booster Kerbodyne has managed to add thrust vector control to, adding surprising agility to this powerful motor.",AA_5_SRB_Heavy,AA_5_SRB_Heavy,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngine1-2,"RE-M3 ""Mainsail"" Liquid Fuel Engine",Rockomax Conglomerate,"A monster of an engine for heavy lifting purposes, the Mainsail's power rivals that of entire small nations.",AA_T99_Parking,NYI,none,Large,2.5,bulkheadProfiles,True,category=none
SquadExpansion,LiquidEngineLV-T91,"LV-T91 ""Cheetah"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"This engine will get you moving fast. Eventually.â€¦ Great for those long distance trips in space despite its namesake. Marketing, you know?",AA_5_NASA_Gemini,AA_5_NASA_Gemini,Engine,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,LiquidEngineRE-I2,"RE-I2 ""Skiff"" Liquid Fuel Engine",Rockomax Conglomerate,The Skiff is well suited for local planet hopping. High vacuum efficiency for this powerful upper stage drive will get you further.,AA_5_Soviet_Soyuz,AA_5_Soviet_Soyuz,Engine,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,LiquidEngineRK-7,"RK-7 ""Kodiak"" Liquid Fueled Engine",Reaction Systems Ltd,"A bear of an engine. This quad-nozzled beast comes with multiple cowling options, and no gimbal. Donâ€™t forget those verniers.",AA_2_Soviet_Fellow_Traveler,AA_2_Soviet_Fellow_Traveler,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,airlinerCtrlSrf,FAT-455 Aeroplane Control Surface,WinterOwl Aircraft Emporium,Large conventional control surface.,AA_7_Aircraft_Heavy_Lift_Jets,AA_7_Aircraft_Heavy_Lift_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,airlinerMainWing,FAT-455 Aeroplane Main Wing,WinterOwl Aircraft Emporium,One of the largest lifting surfaces in production. The internal volume of these is big enough to carry generously sized fuel tanks.,AA_7_Aircraft_Heavy_Lift_Jets,AA_7_Aircraft_Heavy_Lift_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,airlinerTailFin,FAT-455 Aeroplane Tail Fin,WinterOwl Aircraft Emporium,Large conventional wing with built-in control surface.,AA_7_Aircraft_Heavy_Lift_Jets,AA_7_Aircraft_Heavy_Lift_Jets,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk3Cockpit_Shuttle,Mk3 Cockpit,C7 Aerospace Division,A cockpit for those die hard explorers. Especially useful when transporting extra crew to a remote rock to save the day.,AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Pods,MK3,,bulkheadProfiles,False,
Squad,turboFanSize2,"J-90 ""Goliath"" Turbofan Engine",C7 Aerospace Division,The largest and highest thrust jet engine ever built. This engine works best at low cruising speeds and altitudes.,AA_7_Aircraft_Heavy_Lift_Jets,AA_7_Aircraft_Heavy_Lift_Jets,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,adapterMk3-Size2,Mk3 to 2.5m Adapter,C7 Aerospace Division,"Perfectly pointy, carefully curved and devastatingly destructive, this Mk3 to 2.5m adapter can satisfy your wildest of dreams. Or it'll let you bridge the gaps between parts on your craft while giving you a bit of fuel... Your choice.",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,adapterMk3-Size2Slant,Mk3 to 2.5m Adapter Slanted,C7 Aerospace Division,Makes your craft hang in the air like bricks don't!,AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk3CrewCabin,Mk3 Passenger Module,C7 Aerospace Division,"At a capacity of 16 Kerbals, the Mk3 Passenger module is known in the Astronaut Complex breakrooms as the ""Super Economy"" class for spacetravel and allows only carry-on baggage. Any checked or emotional baggage may require one of the Mk3 Cargo Bays.",AA_T99_Parking,NYI,Utility,MK3,,bulkheadProfiles,False,
Squad,mk3FuselageLF_25,Mk3 Liquid Fuel Fuselage Short,C7 Aerospace Division,"For the economically minded aerospace designer, who is building a massive plane...",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk3FuselageLF_50,Mk3 Liquid Fuel Fuselage,C7 Aerospace Division,For when your fuel needs are only 1/4 as enormous.,AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk3CargoBayM,Mk3 Cargo Bay CRG-50,C7 Aerospace Division,"Originally we threw away the container the Rockomax X200-32 tank came in, then one day a bright and upcoming engineer suggested we reuse them. He was promptly reallocated to another department and his boss came up with the brilliant idea of reusing these containers as cargo bays!",AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Payload,MK3,,bulkheadProfiles,False,
Squad,mk3CargoRamp,Mk3 Cargo Ramp,C7 Aerospace Division,"A sophisticated deployment system for cargo delivery on the ground, or on the sea, or in mid-air, or in a vacuum. Wherever you want, really.",AA_T99_Parking,NYI,Payload,MK3,,bulkheadProfiles,False,
Squad,mk3CargoBayS,Mk3 Cargo Bay CRG-25,C7 Aerospace Division,"Originally we threw away the container the Rockomax X200-16 tank came in, then one day a bright and upcoming engineer suggested we reuse them. He was promptly reallocated to another department and his boss came up with the brilliant idea of reusing these containers as cargo bays!",AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Payload,MK3,,bulkheadProfiles,False,
Squad,InflatableHeatShield,Heat Shield (10m),O.M.B. Demolition Enterprises,"Based on the design of a child's toy, this heat shield uses a set of inflatable rings covered with a thermal blanket to provide a generous 10 meter heat shield for reentry and deceleration, and the aerodynamic qualities of an untethered bouncy castle.",AA_6_Recovery_Heavy_Recovery_Systems,AA_6_Recovery_Heavy_Recovery_Systems,Thermal,Large,2.5,bulkheadProfiles,False,
Squad,GearLarge,LY-99 Extra Large Landing Gear,LightYear Tire Company,Heavy-duty retractable landing gear. With its six large tires and sturdy assembly it's the gear of choice for heavy cargo planes and airliners.,AA_7_Aircraft_Heavy_Lift_Jets,AA_7_Aircraft_Heavy_Lift_Jets,Ground,Radial,,attachRules/bulkheadProfiles,False,
Squad,GearMedium,LY-60 Large Landing Gear,LightYear Tire Company,Heavy-duty retractable landing gear. With its four large tires and sturdy assembly it's the gear of choice for heavy cargo planes and airliners.,AA_4_Aircraft_Supersonic_Jets,AA_4_Aircraft_Supersonic_Jets,Ground,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-25-1,BZ-2 Adjustable Base Frame,Kerbalmax Industries,"This specialized 2.5m assembly mounts four landing pylons for surface bases. Though these pylons lack shock absorbing functions and are thus wholly unsuitable for hard landings, the individually adjustable legs allow easy base leveling. An advanced computer function can even attempt to level itself, if you wish.",AA_T99_Parking,NYI,Ground,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-375-1,BZ-3 Adjustable Base Frame,Kerbalmax Industries,"This specialized 3.75m assembly mounts six landing pylons for surface bases. Though these pylons lack shock absorbing functions and are thus wholly unsuitable for hard landings, the individually adjustable legs allow easy base leveling. An advanced computer function can even attempt to level itself, if you wish.",AA_T99_Parking,NYI,Ground,XL,3.75,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adjusting-base-5-1,BZ-4 Adjustable Base Frame,Kerbalmax Industries,"This specialized 5m assembly mounts six landing pylons for surface bases. Though these pylons lack shock absorbing functions and are thus wholly unsuitable for hard landings, the individually adjustable legs allow easy base leveling. An advanced computer function can even attempt to level itself, if you wish.",AA_T99_Parking,NYI,Ground,Huge,5.0,bulkheadProfiles,False,
Squad,liquidEngine2-2_v2,"RE-L10 ""Poodle"" Liquid Fuel Engine",Rockomax Conglomerate,"A more reasonable engine for rough economic times, the Poodle engine doubles as a BBQ when at low power.",AA_4_NASA_Mercury,AA_4_NASA_Mercury,Engine,Large,2.5,bulkheadProfiles,False,
Squad,engineLargeSkipper_v2,"RE-I5 ""Skipper"" Liquid Fuel Engine",Rockomax Conglomerate,"The smaller sibling of the Mainsail, the Skipper's power rivals that of... large cities. Combining high thrust with reasonable efficiency, this engine excels when used as a mid-stage booster.",AA_4_NASA_Mercury,AA_4_NASA_Mercury,Engine,Large,2.5,bulkheadProfiles,False,
Squad,MassiveBooster,"S1 SRB-KD25k ""Kickback"" Solid Fuel Booster",Kerbodyne,"This super heavy booster is designed to be recovered after jettisoning. Once recovered, it is refurbished and refueled for another launch.",AA_4_SRB_Medium,AA_4_SRB_Medium,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngine2-2,"RE-L10 ""Poodle"" Liquid Fuel Engine",Rockomax Conglomerate,"A more reasonable engine for rough economic times, the Poodle engine doubles as a BBQ when at low power.",AA_T99_Parking,NYI,none,Large,2.5,bulkheadProfiles,True,category=none
Squad,engineLargeSkipper,"RE-I5 ""Skipper"" Liquid Fuel Engine",Rockomax Conglomerate,"The smaller sibling of the Mainsail, the Skipper's power rivals that of... large cities. Combining high thrust with reasonable efficiency, this engine excels when used as a mid-stage booster.",AA_T99_Parking,NYI,none,Large,2.5,bulkheadProfiles,True,category=none
SquadExpansion,LiquidEngineLV-TX87,"LV-TX87 ""Bobcat"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Meow! One of these engines gives more than enough thrust to jump as high as the sky, so we gave you two.",AA_4_NASA_Mercury,AA_4_NASA_Mercury,Engine,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Pollux,"THK ""Pollux"" Solid Fuel Booster",Kerbodyne,"The Pollux is an engineers best friend.  Is your rocket a little too low thrust to get off the pad efficiently?  Put one on.  Still not enough?  Put on a pair.  Try six of them if that's still not enough.  Or if you're feeling really crafty, you can launch your entire rocket with just these tried and true solid rocket motors.",AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,IntakeRadialLong,Adjustable Ramp Intake (Radial),C7 Aerospace Division,This intake addresses those sometimes absurd contraptions that SSTO engineers designed in an attempt to pump more and more air into their engines. Optimized for supersonic flight.,AA_5_Aircraft_High_Altitude_Flight,AA_5_Aircraft_High_Altitude_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,ramAirIntake,Adjustable Ramp Intake,C7 Aerospace Division,"At supersonic speeds, -PATENT PENDING, CLASSIFIED INFO- inside the intake duct deflect the incoming air stream, causing -PATENT PENDING, CLASSIFIED INFO-, which creates a -PATENT PENDING, CLASSIFIED INFO-, thereby greatly increasing the efficiency of this unit at supersonic speeds. Patents Pending.",AA_5_Aircraft_High_Altitude_Flight,AA_5_Aircraft_High_Altitude_Flight,Aero,Small,1.25,bulkheadProfiles,False,
Squad,mk2Cockpit_Inline,Mk2 Inline Cockpit,C7 Aerospace Division,"After 'accidentally' snapping the nose off of the Mk2 Cockpit, the engineers over at the C7 Aerospace Division realised that such a design looked quite functional. They quickly hammered out the following part and spruced it up for all your inline spaceplane cockpit needs!",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Pods,MK2,,bulkheadProfiles,False,
Squad,adapterSize2-Mk2,2.5m to Mk2 Adapter,C7 Aerospace Division,"When you can't decide between a rocket and a spaceplane, why not both?",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2_1m_AdapterLong,Mk2 to 1.25m Adapter Long,C7 Aerospace Division,A generic Mk1 to Mk2 adapter that was left to dry a bit too long and stretched out.,AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2FuselageLongLFO,Mk2 Rocket Fuel Fuselage,C7 Aerospace Division,"This airframe fuselage features the latest in lifting technology. Not only does it stay together during flight, its sleek design makes your plane just that much speedier! Now comes with at least 100% more Oxidiser.",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2Fuselage,Mk2 Liquid Fuel Fuselage,C7 Aerospace Division,"This airframe fuselage features the latest in lifting technology. Not only does it stay together during flight, its sleek design makes your plane just that much speedier! Only carries Liquid Fuel.",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2FuselageShortMono,Mk2 Monopropellant Tank,C7 Aerospace Division,"This airframe fuselage features the latest in lifting technology. Not only does it stay together during flight, its sleek design makes your plane just that much speedier! Bursting to the brim with Monopropellant for all your attitude control needs!",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,MK1IntakeFuselage,Mk1 Diverterless Supersonic Intake,C7 Aerospace Division,"This version of the Mk1 Fuselage module carries only a bit of fuel, but is fitted with a streamlined air intake. It consists of a ""bump"" and a forward-swept inlet cowl. This eliminates the need for a Splitter plate, while compressing the air to slow it down from supersonic to subsonic speeds. DSIs can be used to replace the intake ramp and inlet cone, which are more complex, heavy and expensive.",AA_5_Aircraft_High_Altitude_Flight,AA_5_Aircraft_High_Altitude_Flight,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,structuralPylon,Structural Pylon,C7 Aerospace Division,"A structural Pylon for engine Support. Designed to fit against fuselages, and hull bodies. Comes Equipped with emergency bolts to separate jet engines in the event of fire or catastrophic failure. (Not covered by warranty)",AA_4_Aircraft_Supersonic_Jets,AA_4_Aircraft_Supersonic_Jets,Structural,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2CargoBayL,Mk2 Cargo Bay CRG-08,C7 Aerospace Division,The longer version of the shorter cargo bay. Some ask us just how long is it? It's exactly double the length of the other one.,AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Payload,MK2,,bulkheadProfiles,False,
Squad,mk2CrewCabin,MK2 Crew Cabin,C7 Aerospace Division,"A Mk2 Profile Compliant, compact and eco-friendly crew transportation module, made from up to 80% recycled aircraft components. C7 Engineers insist that all recycled components were meticulously scrubbed clean before assembly, and take no responsibility for any odd smells that may be detected inside and/or around the unit.",AA_8_Aircraft_Mk2_Spaceplanes,AA_8_Aircraft_Mk2_Spaceplanes,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,mk2DockingPort,Mk2 Clamp-O-Tron,C7 Aerospace Division,The new Clamp-O-Tron brand docking port comes complete with integrated monopropellant tanks for all your docking needs.,AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Coupling,MK2,,bulkheadProfiles,False,
Squad,mk2DockingPort,Mk2 Clamp-O-Tron,C7 Aerospace Division,The new Clamp-O-Tron brand docking port comes complete with integrated monopropellant tanks for all your docking needs.,AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Coupling,MK2,,bulkheadProfiles,False,
SquadExpansion,ServiceModule25,SM-25 Service Module,FLOOYD Dynamics Research Labs,"A service bay, with explosive doors. Do not open by hand! This part comes with plenty of internal space for storing important items for the trip. Snacks must be securely stowed to avoid spillage and damage to the integral antenna.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,Payload,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-decoupler-5-1,TD-50 Decoupler,O.M.B. Demolition Enterprises,An enormous decoupler that acts as a specialized tool for ripping your rocket stack apart.,AA_6_Recovery_Heavy_Separation_Systems,AA_6_Recovery_Heavy_Separation_Systems,Coupling,Huge,5.0,bulkheadProfiles,False,
ReStockPlus,restock-separator-5-1,TS-50 Separator,O.M.B. Demolition Enterprises,This stack separator is an enormous separator that has enough ejection power to inject a decent amount of impulse into objects being disconnected on either side with great gusto. Do not be near on EVA whilst staging!,AA_6_Recovery_Heavy_Separation_Systems,AA_6_Recovery_Heavy_Separation_Systems,Coupling,Huge,5.0,bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-rcs-1875-1,FL-R4 RCS Fuel Tank,Kerbodyne,A medium monopropellant tank made of four small capsules. Do not over or underpressurize - keep it juuuust right.,AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-375-4,Kerbodyne S3-1800 Tank,Kerbodyne,A special compact tank filling a particular hole in Kerbodyne's heavy part lineup. Now you can make Kerosene pancakes!,AA_6_Rocket_Heavy_Rocketry,AA_6_Rocket_Heavy_Rocketry,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-rcs-375-1,FL-S1 RCS Fuel Tank,Kerbodyne,A very large monopropellant tank that stores a considerable quantity of fuel in its 6 spherical pressure vessels.,AA_6_Rocket_Heavy_Rocketry,AA_6_Rocket_Heavy_Rocketry,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-sphere-375-1,Kerbodyne S3-900R Hemispherical Liquid Fuel Tank,Kerbodyne,"Compared to the S3-1800, the S3-900R is rounder, more spherical, and importantly, more cut in two.",AA_6_Rocket_Heavy_Rocketry,AA_6_Rocket_Heavy_Rocketry,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-nosecone-375-1,Kerbodyne S3-3600 Nosecone,Kerbodyne,A specialized and monstrous nosecone with revolutionary fuel-containing capabilities.,AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-5-1,Kerbodyne SIV-512K Liquid Fuel Tank,Kerbodyne,"The initial run of SIV Liquid Fuel Tanks were manufactured when the Lead Engineer sent the schematics to fabrication at a mis-labeled scale. The results came back much bigger than the KSC employees expected and thus a new range of super-sized rockets was born. One of Kerbodyne's biggest ever tanks, its a monster.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-5-2,Kerbodyne SIV-256K Liquid Fuel Tank,Kerbodyne,The initial run of SIV Liquid Fuel Tanks were manufactured when the Lead Engineer sent the schematics to fabrication at a mis-labeled scale. The results came back much bigger than the KSC employees expected and thus a new range of super-sized rockets was born. This large sized tank will keep you running for a long while.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-5-3,Kerbodyne SIV-128K Liquid Fuel Tank,Kerbodyne,The initial run of SIV Liquid Fuel Tanks were manufactured when the Lead Engineer sent the schematics to fabrication at a mis-labeled scale. The results came back much bigger than the KSC employees expected and thus a new range of super-sized rockets was born. This medium sized tank can get you places.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-5-4,Kerbodyne SIV-64K Liquid Fuel Tank,Kerbodyne,The initial run of SIV Liquid Fuel Tanks were manufactured when the Lead Engineer sent the schematics to fabrication at a mis-labeled scale. The results came back much bigger than the KSC employees expected and thus a new range of super-sized rockets was born. This smaller tank still holds a lot of juice.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-adapter-375-5-1,Kerbodyne SAIV Liquid Fuel Tank Adapter,Kerbodyne,Following Kerbodyne's effort to manufacture enormously sized tanks an adapter was required to retrofit them back to a more commonly utilized size.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-saturn-engine-1,Kerbodyne SIV Fuelled Engine Adapter,Kerbodyne,A Kerbodyne Design Engineer recently heard of the word 'Quincunx' and upon looking up its definition realized that it would be the perfect shape to house five engines underneath the huge SIV range of Liquid Fuel Tanks.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,Size3LargeTank,Kerbodyne S3-14400 Tank,Kerbodyne,"When nobody believed in (or even asked for) an even larger fuel tank than the already enormous S3-7200, Kerbodyne stepped up with the sanity-defying S3-14400 model. Carrying fully twice as much fuel as before, this fuel tank may just pack enough propellant to justify its proportionately enormous cost.",AA_7_NASA_Shuttle,AA_7_NASA_Shuttle,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Decoupler_4,TD-50 Decoupler,O.M.B. Demolition Enterprises,This decoupler removes large unwanted items. Originally borrowed from O.M.B mining.,AA_6_Recovery_Heavy_Separation_Systems,AA_6_Recovery_Heavy_Separation_Systems,Coupling,Huge,5.0,bulkheadProfiles,False,
SquadExpansion,Separator_4,TS-50 Stack Separator,O.M.B. Demolition Enterprises,"Kaboom! But in a controlled, Kerbal way",AA_6_Recovery_Heavy_Separation_Systems,AA_6_Recovery_Heavy_Separation_Systems,Coupling,Huge,5.0,bulkheadProfiles,False,
SquadExpansion,Size3_Size4_Adapter_01,Kerbodyne S3-S4 Adapter Tank,Kerbodyne,These fuel-filled adapters come in a variety of sizes for connecting larger and smaller tanks.,AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size4_EngineAdapter_01,Kerbodyne Engine Cluster Adapter Tank,Kerbodyne,"When Kerbodyne engineers realized that no single engine currently manufactured could justify the use of the S4 fuel tank line, they added attachment points for five of them on this handy adapter tank.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size4_Tank_01,Kerbodyne S4-64 Fuel Tank,Kerbodyne,"Originally the result of a unit of measure conversion bug, the S4 series of fuel tanks transcend the preposterous into the truly absurd. When 'More boosters' fails and is replaced with 'More engines!', the S4 series tanks will be there to loft your dreams, no matter how ridiculous and over-engineered, into the sky on massive trails of fire.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size4_Tank_02,Kerbodyne S4-128 Fuel Tank,Kerbodyne,"Originally the result of a unit of measure conversion bug, the S4 series of fuel tanks transcend the preposterous into the truly absurd. When 'More boosters' fails and is replaced with 'More engines!', the S4 series tanks will be there to loft your dreams, no matter how ridiculous and over-engineered, into the sky on massive trails of fire.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size4_Tank_03,Kerbodyne S4-256 Fuel Tank,Kerbodyne,"Originally the result of a unit of measure conversion bug, the S4 series of fuel tanks transcend the preposterous into the truly absurd. When 'More boosters' fails and is replaced with 'More engines!', the S4 series tanks will be there to loft your dreams, no matter how ridiculous and over-engineered, into the sky on massive trails of fire.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,Size4_Tank_04,Kerbodyne S4-512 Fuel Tank,Kerbodyne,"Originally the result of a unit of measure conversion bug, the S4 series of fuel tanks transcend the preposterous into the truly absurd. When 'More boosters' fails and is replaced with 'More engines!', the S4 series tanks will be there to loft your dreams, no matter how ridiculous and over-engineered, into the sky on massive trails of fire.",AA_6_NASA_Apollo,AA_6_NASA_Apollo,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,AdvancedCanard,Advanced Canard,C7 Aerospace Division,"Our engineers thought this design looked ""high tech"" and therefore must be clear improvement on earlier models.",AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
